"","SITE","SUBSITE","TRTMT","PLOT","YEAR","SPP","STATUS","TISSUE","X","Y","Hit.Order","Abundance","Height..cm."
"20995","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,3,NA,1,1
"20996","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,3,NA,1,380
"20997","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",2,3,NA,2,1
"20998","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",2,3,NA,1,1
"20999","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,2,3,NA,1,1
"21000","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,3,NA,2,1
"21001","QHI","HE","CTL",4,2013,"STELON","STANDINGDEAD","LEAF",3,3,NA,1,1
"21002","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",3,3,NA,1,1
"21003","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,3,NA,1,1
"21004","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,3,NA,3,353
"21005","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,3,NA,1,1
"21006","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,3,NA,1,384
"21007","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,3,NA,1,1
"21008","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",5,3,NA,1,1
"21009","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,3,NA,1,1
"21010","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,3,NA,1,345
"21011","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",6,3,NA,4,1
"21012","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",6,3,NA,1,1
"21013","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,3,NA,1,1
"21014","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",7,3,NA,1,359
"21015","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",7,3,NA,1,1
"21016","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,3,NA,1,1
"21017","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",8,3,NA,1,52
"21018","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",8,3,NA,3,1
"21019","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",8,3,NA,1,1
"21020","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",8,3,NA,1,1
"21021","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",8,3,NA,1,1
"21022","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,3,NA,1,1
"21023","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,3,NA,4,310
"21024","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",9,3,NA,1,1
"21025","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",9,3,NA,2,1
"21026","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",9,3,NA,1,1
"21027","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,3,NA,1,1
"21028","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",10,3,NA,2,361
"21029","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",10,3,NA,1,1
"21030","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,3,NA,1,1
"21031","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",1,4,NA,2,91
"21032","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",1,4,NA,1,353
"21033","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",1,4,NA,1,1
"21034","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",1,4,NA,1,1
"21035","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,4,NA,1,1
"21036","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,4,NA,1,358
"21037","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",2,4,NA,1,30
"21038","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",2,4,NA,1,1
"21039","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",3,4,NA,1,378
"21040","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,4,NA,1,1
"21041","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,4,NA,1,1
"21042","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",3,4,NA,1,1
"21043","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,4,NA,1,1
"21044","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",4,4,NA,1,133
"21045","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",4,4,NA,1,1
"21046","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,4,NA,1,1
"21047","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,4,NA,2,370
"21048","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",5,4,NA,1,1
"21049","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",5,4,NA,1,1
"21050","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,4,NA,1,1
"21051","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",6,4,NA,1,3
"21052","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,4,NA,1,1
"21053","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",7,4,NA,1,379
"21054","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",7,4,NA,2,1
"21055","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,4,NA,1,1
"21056","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,4,NA,1,1
"21057","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",8,4,NA,2,371
"21058","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,4,NA,1,1
"21059","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,4,NA,1,376
"21060","QHI","HE","CTL",4,2013,"CETNIV","LIVE","LEAF",9,4,NA,1,1
"21061","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",9,4,NA,1,1
"21062","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,4,NA,1,1
"21063","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",10,4,NA,1,302
"21064","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",10,4,NA,1,1
"21065","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,4,NA,1,1
"21066","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",1,5,NA,1,307
"21067","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",1,5,NA,1,1
"21068","QHI","HE","CTL",4,2013,"STELON","LIVE","LEAF",1,5,NA,1,1
"21069","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",1,5,NA,1,1
"21070","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",1,5,NA,1,1
"21071","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,5,NA,1,1
"21072","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",2,5,NA,1,3
"21073","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",3,5,NA,1,53
"21074","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",3,5,NA,2,1
"21075","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,5,NA,1,1
"21076","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",3,5,NA,1,1
"21077","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,5,NA,1,1
"21078","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",4,5,NA,2,38
"21079","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",4,5,NA,3,1
"21080","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,5,NA,1,1
"21081","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,5,NA,2,384
"21082","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",5,5,NA,1,1
"21083","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,5,NA,1,390
"21084","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,5,NA,1,1
"21085","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,5,NA,1,28
"21086","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,5,NA,2,1
"21087","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",6,5,NA,2,1
"21088","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,5,NA,1,1
"21089","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,5,NA,2,304
"21090","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",7,5,NA,1,1
"21091","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,5,NA,1,1
"21092","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,5,NA,1,1
"21093","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",8,5,NA,3,358
"21094","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",8,5,NA,1,1
"21095","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",8,5,NA,1,1
"21096","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,5,NA,1,1
"21097","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,5,NA,2,233
"21098","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",9,5,NA,1,1
"21099","QHI","HE","CTL",4,2013,"DRYINT","STANDINGDEAD","LEAF",9,5,NA,1,1
"21100","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",9,5,NA,1,1
"21101","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,5,NA,1,1
"21102","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",10,5,NA,1,307
"21103","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",10,5,NA,1,1
"21104","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",10,5,NA,1,1
"21105","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,5,NA,1,1
"21106","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",1,6,NA,1,373
"21107","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",1,6,NA,2,1
"21108","QHI","HE","CTL",4,2013,"SALRET","LIVE","LEAF",1,6,NA,1,1
"21109","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,6,NA,1,1
"21110","QHI","HE","CTL",4,2013,"STELON","LIVE","LEAF",2,6,NA,1,128
"21111","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",2,6,NA,1,1
"21112","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,6,NA,4,389
"21113","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,6,NA,1,1
"21114","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,6,NA,1,1
"21115","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",4,6,NA,4,356
"21116","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,6,NA,2,1
"21117","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,6,NA,1,1
"21118","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",5,6,NA,1,378
"21119","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,6,NA,1,1
"21120","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",5,6,NA,2,1
"21121","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,6,NA,1,1
"21122","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,6,NA,1,52
"21123","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,6,NA,1,344
"21124","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",6,6,NA,3,1
"21125","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,6,NA,1,1
"21126","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",7,6,NA,2,237
"21127","QHI","HE","CTL",4,2013,"SALPHL","LIVE","LEAF",7,6,NA,2,1
"21128","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",7,6,NA,1,1
"21129","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,6,NA,1,1
"21130","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,6,NA,1,1
"21131","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",8,6,NA,2,237
"21132","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",8,6,NA,1,1
"21133","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,6,NA,1,1
"21134","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",9,6,NA,1,389
"21135","QHI","HE","CTL",4,2013,"DRYINT","LIVE","LEAF",9,6,NA,1,1
"21136","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,6,NA,1,1
"21137","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",10,6,NA,1,38
"21138","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",10,6,NA,2,1
"21139","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,6,NA,1,1
"21140","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",1,7,NA,5,348
"21141","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",1,7,NA,1,1
"21142","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,7,NA,1,1
"21143","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,7,NA,4,376
"21144","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",2,7,NA,1,1
"21145","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,2,7,NA,1,1
"21146","QHI","HE","CTL",4,2013,"ARCLAT","LIVE","FLOWERSTALK",3,7,NA,1,389
"21147","QHI","HE","CTL",4,2013,"ARCLAT","LIVE","LEAF",3,7,NA,1,1
"21148","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,7,NA,1,1
"21149","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,7,NA,3,1
"21150","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",4,7,NA,2,354
"21151","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,7,NA,5,1
"21152","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,7,NA,1,1
"21153","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,7,NA,3,33
"21154","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",5,7,NA,2,1
"21155","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,7,NA,1,1
"21156","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","FLOWER",6,7,NA,1,25
"21157","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,7,NA,2,1
"21158","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,7,NA,1,1
"21159","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,7,NA,1,369
"21160","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",7,7,NA,1,1
"21161","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,7,NA,1,1
"21162","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,7,NA,1,1
"21163","QHI","HE","CTL",4,2013,"SALPUL","STANDINGDEAD","STEM",8,7,NA,1,383
"21164","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",8,7,NA,1,1
"21165","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,7,NA,1,1
"21166","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","FLOWER",9,7,NA,1,280
"21167","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,7,NA,1,1
"21168","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",9,7,NA,1,1
"21169","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,7,NA,1,1
"21170","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,7,NA,1,71
"21171","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",10,7,NA,2,1
"21172","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,7,NA,1,1
"21173","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",1,8,NA,4,378
"21174","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",1,8,NA,4,1
"21175","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",1,8,NA,1,346
"21176","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,8,NA,1,1
"21177","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,8,NA,4,356
"21178","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",2,8,NA,6,1
"21179","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,2,8,NA,1,1
"21180","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,8,NA,2,353
"21181","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,8,NA,3,1
"21182","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,8,NA,1,1
"21183","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,8,NA,4,375
"21184","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,8,NA,1,1
"21185","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,8,NA,5,359
"21186","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",5,8,NA,3,1
"21187","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,8,NA,1,1
"21188","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",6,8,NA,1,359
"21189","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",6,8,NA,1,1
"21190","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,8,NA,1,3
"21191","QHI","HE","CTL",4,2013,"XXXothergram","STANDINGDEAD","LEAF",8,8,NA,1,48
"21192","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",8,8,NA,1,1
"21193","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,8,NA,4,44
"21194","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",9,8,NA,2,1
"21195","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,8,NA,2,242
"21196","QHI","HE","CTL",4,2013,"SALPUL","LIVE","STEM",9,8,NA,1,1
"21197","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,8,NA,1,1
"21198","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,8,NA,1,47
"21199","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",10,8,NA,3,1
"21200","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",10,8,NA,2,1
"21201","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",1,9,NA,1,259
"21202","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,9,NA,1,1
"21203","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,9,NA,5,357
"21204","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",2,9,NA,3,1
"21205","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,2,9,NA,1,1
"21206","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",3,9,NA,5,362
"21207","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,9,NA,1,1
"21208","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,9,NA,1,1
"21209","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",4,9,NA,3,386
"21210","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,9,NA,2,1
"21211","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,9,NA,1,1
"21212","QHI","HE","CTL",4,2013,"XXXothergram","STANDINGDEAD","LEAF",5,9,NA,2,359
"21213","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",5,9,NA,2,1
"21214","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",5,9,NA,1,1
"21215","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,9,NA,1,1
"21216","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,9,NA,1,369
"21217","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",6,9,NA,1,1
"21218","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,9,NA,2,53
"21219","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",6,9,NA,1,1
"21220","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,9,NA,1,1
"21221","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",7,9,NA,1,34
"21222","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",7,9,NA,1,1
"21223","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,9,NA,1,1
"21224","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",8,9,NA,2,304
"21225","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",8,9,NA,1,1
"21226","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,9,NA,1,1
"21227","QHI","HE","CTL",4,2013,"ARCLAT","LIVE","LEAF",9,9,NA,1,27
"21228","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",9,9,NA,1,30
"21229","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,9,NA,1,1
"21230","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",9,9,NA,2,1
"21231","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,9,9,NA,1,1
"21232","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",10,9,NA,3,37
"21233","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",10,9,NA,1,1
"21234","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",10,9,NA,1,30
"21235","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,9,NA,1,1
"21236","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",1,10,NA,1,389
"21237","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",1,10,NA,1,1
"21238","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",1,10,NA,1,1
"21239","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,1,10,NA,1,1
"21240","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",2,10,NA,2,178
"21241","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",2,10,NA,1,366
"21242","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",2,10,NA,1,1
"21243","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",2,10,NA,1,1
"21244","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,2,10,NA,1,1
"21245","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",3,10,NA,5,307
"21246","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,3,10,NA,1,1
"21247","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",4,10,NA,2,359
"21248","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",4,10,NA,2,1
"21249","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,4,10,NA,1,1
"21250","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","FLOWER",5,10,NA,1,366
"21251","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",5,10,NA,2,1
"21252","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",5,10,NA,2,1
"21253","QHI","HE","CTL",4,2013,"XXXpeltigera","LIVE","LEAF",5,10,NA,1,1
"21254","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,5,10,NA,1,1
"21255","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",6,10,NA,2,83
"21256","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",6,10,NA,2,1
"21257","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",6,10,NA,1,60
"21258","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,6,10,NA,1,1
"21259","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",7,10,NA,2,57
"21260","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",7,10,NA,1,1
"21261","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,7,10,NA,1,1
"21262","QHI","HE","CTL",4,2013,"POAARC","LIVE","FLOWER",8,10,NA,1,269
"21263","QHI","HE","CTL",4,2013,"XXXothergram","STANDINGDEAD","LEAF",8,10,NA,1,1
"21264","QHI","HE","CTL",4,2013,"XXXcarex","LIVE","LEAF",8,10,NA,1,1
"21265","QHI","HE","CTL",4,2013,"XXXcarex","STANDINGDEAD","LEAF",8,10,NA,1,1
"21266","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",8,10,NA,2,1
"21267","QHI","HE","CTL",4,2013,"SALPUL","LIVE","LEAF",8,10,NA,3,83
"21268","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",8,10,NA,1,1
"21269","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,8,10,NA,1,1
"21270","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",9,10,NA,2,346
"21271","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",9,10,NA,1,1
"21272","QHI","HE","CTL",4,2013,"XXXothermoss","LIVE","LEAF",9,10,NA,1,1
"21273","QHI","HE","CTL",4,2013,"ERIVAG","LIVE","LEAF",10,10,NA,2,383
"21274","QHI","HE","CTL",4,2013,"ERIVAG","STANDINGDEAD","LEAF",10,10,NA,3,1
"21275","QHI","HE","CTL",4,2013,"XXXlitter","LITTER",NA,10,10,NA,1,1
